chembl_id	accession	pref_name	organism	l1	l2	l3	l4	l5	l6	l7	l8
CHEMBL1293248	Q9F4F7	4'-phosphopantetheinyl transferase ffp	Bacillus subtilis	Enzyme							
CHEMBL6132	Q9F663	Carbepenem-hydrolyzing beta-lactamase KPC	Klebsiella pneumoniae	Enzyme							
CHEMBL1667691	Q9F923	Metallo-beta-lactamase IND-2	Chryseobacterium indologenes	Unclassified protein							
CHEMBL1075024	Q9FBC5	Enoyl-(Acyl-carrier-protein) reductase	Streptococcus pneumoniae	Enzyme							
CHEMBL5224	Q9FBZ2	Prenyltransferase homolog	Streptomyces coelicolor A3	Unclassified protein							
CHEMBL1293300	Q9FD53	Diphosphomevalonate decarboxylase	Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)	Enzyme							
CHEMBL1293315	Q9FD70	Acetyl-CoA acetyltransferase/HMG-CoA reductase	Enterococcus faecalis	Unclassified protein							
CHEMBL2242734	Q9FG87	3-ketoacyl-CoA synthase 19	Arabidopsis thaliana	Enzyme	Transferase						
CHEMBL4538	Q9FH76	Cytochrome P450 monooxygenase	Arabidopsis thaliana	Enzyme							
CHEMBL6133	Q9FUJ3	Cytokinin dehydrogenase 2	Arabidopsis thaliana	Enzyme							
CHEMBL1075041	Q9FV53	Peptide deformylase 1A, chloroplastic	Arabidopsis thaliana	Enzyme							
CHEMBL4537	Q9FXT4	Alpha-galactosidase	Oryza sativa Japonica Group	Enzyme							
CHEMBL2366512	Q9FYV8	Protoporphyrinogen IX oxidase	Zea mays	Enzyme	Oxidoreductase						
CHEMBL4063	Q9GJT2	Esterase D	Sus scrofa	Enzyme							
CHEMBL5032	Q9GJT6	Dopamine transporter	Macaca fascicularis	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC06 neurotransmitter transporter family				
CHEMBL2703	Q9GJU1	Dopamine D2 receptor	Canis lupus familiaris	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Dopamine receptor			
CHEMBL3449	Q9GK37	Corticosteroid binding globulin	Sus scrofa	Secreted protein							
CHEMBL1914271	Q9GME2	17-beta-hydroxysteroid dehydrogenase type 1	Callithrix jacchus	Unclassified protein							
CHEMBL1075266	Q9GPG0	Juvenile hormone esterase	Manduca sexta	Unclassified protein							
CHEMBL6134	Q9GPQ4	IAG-nucleoside hydrolase	Trypanosoma vivax	Unclassified protein							
CHEMBL3337328	Q9GRG6	6-phosphogluconolactonase	Trypanosoma brucei	Unclassified protein							
CHEMBL5672	Q9GRG7	Glucose-6-phosphate 1-dehydrogenase	Trypanosoma brucei	Enzyme							
CHEMBL2366575	Q9GSG8	Ecdysone receptor	Aedes aegypti	Transcription factor	Nuclear receptor						
CHEMBL6074	Q9GSW0	Deoxyhypusine synthase	Plasmodium falciparum	Unclassified protein							
CHEMBL5673	Q9GV40	DNA polymerase	Drosophila melanogaster	Enzyme							
CHEMBL3399910	Q9GZN0	Probable G-protein coupled receptor 88	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor						
CHEMBL1075144	Q9GZQ4	Neuromedin-U receptor 2	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuromedin U receptor			
CHEMBL5951	Q9GZQ6	Neuropeptide FF receptor 1	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	RF amide receptor			
CHEMBL1741215	Q9GZR1	Sentrin-specific protease 6	Homo sapiens	Enzyme							
CHEMBL4460	Q9GZT4	Serine racemase	Homo sapiens	Enzyme							
CHEMBL5697	Q9GZT9	Egl nine homolog 1	Homo sapiens	Enzyme							
CHEMBL1795098	Q9GZU7	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	Homo sapiens	Enzyme							
CHEMBL4507	Q9GZV3	High-affinity choline transporter	Homo sapiens	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC05 family of sodium-dependent glucose transporters				
CHEMBL2109238	Q9GZZ6	Neuronal acetylcholine receptor; alpha9/alpha10	Homo sapiens	Ion channel	Ligand-gated ion channel	Nicotinic acetylcholine receptor	Nicotinic acetylcholine receptor alpha subunit				
CHEMBL2016429	Q9GZZ9	Ubiquitin-like modifier-activating enzyme 5	Homo sapiens	Unclassified protein							
CHEMBL2073668	Q9H015	Solute carrier family 22 member 4	Homo sapiens	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC22 family of organic cation and anion transporters				
CHEMBL5698	Q9H093	NUAK family SNF1-like kinase 2	Homo sapiens	Enzyme	Kinase	Protein Kinase	CAMK protein kinase group	CAMK protein kinase CAMK1 family	CAMK protein kinase NuaK subfamily		
CHEMBL1229012	Q9H0E3	Histone deacetylase complex subunit SAP130	Homo sapiens	Unclassified protein							
CHEMBL3588731	Q9H0E9	Bromodomain-containing protein 8	Homo sapiens	Unclassified protein							
CHEMBL2146306	Q9H0H5	Rac GTPase-activating protein 1	Homo sapiens	Unclassified protein							
CHEMBL2429709	Q9H0J9	Poly [ADP-ribose] polymerase 12	Homo sapiens	Enzyme							
CHEMBL5699	Q9H0K1	Serine/threonine-protein kinase SIK2	Homo sapiens	Enzyme	Kinase	Protein Kinase	CAMK protein kinase group	CAMK protein kinase CAMK1 family	CAMK protein kinase QIK subfamily		
CHEMBL5700	Q9H1C0	Lysophosphatidic acid receptor 5	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	EDG receptor			
CHEMBL1628465	Q9H1D0	Transient receptor potential cation channel subfamily V member 6	Homo sapiens	Ion channel	Voltage-gated ion channel	Transient receptor potential channel					
CHEMBL2396507	Q9H1R2	Dual specificity protein phosphatase 15	Homo sapiens	Enzyme	Phosphatase	Protein Phosphatase	Serine/threonine/tyrosine protein phosphatase				
CHEMBL2777	Q9H1R3	myosin light chain kinase 2	Homo sapiens	Enzyme	Kinase	Protein Kinase	CAMK protein kinase group	CAMK protein kinase MLCK family			
CHEMBL3865	Q9H227	Beta-glucosidase cytosolic	Homo sapiens	Enzyme							
CHEMBL2274	Q9H228	Sphingosine 1-phosphate receptor Edg-8	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	EDG receptor			
CHEMBL2363041	Q9H228	Sphingosine 1-phosphate receptor	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	EDG receptor			
CHEMBL1255163	Q9H237	Probable protein-cysteine N-palmitoyltransferase porcupine	Homo sapiens	Enzyme							
CHEMBL2001	Q9H244	Purinergic receptor P2Y12	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Purine receptor			
CHEMBL2362996	Q9H252	Voltage-gated potassium channel	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel				
CHEMBL4202	Q9H2G2	Serine/threonine-protein kinase 2	Homo sapiens	Enzyme	Kinase	Protein Kinase	STE protein kinase group	STE protein kinase STE20 family	STE protein kinase SLK subfamily		
CHEMBL3351189	Q9H2J7	Sodium-dependent neutral amino acid transporter B(0)AT2	Homo sapiens	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC06 neurotransmitter transporter family				
CHEMBL6154	Q9H2K2	Tankyrase-2	Homo sapiens	Enzyme							
CHEMBL3038515	Q9H2K2	Tankyrase 1/2	Homo sapiens	Enzyme							
CHEMBL5701	Q9H2K8	Serine/threonine-protein kinase TAO3	Homo sapiens	Enzyme	Kinase	Protein Kinase	STE protein kinase group	STE protein kinase STE20 family	STE protein kinase TAO subfamily		
CHEMBL2163167	Q9H2M3	S-methylmethionine--homocysteine S-methyltransferase BHMT2	Homo sapiens	Enzyme							
CHEMBL3391661	Q9H2M3	Betaine-homocysteine S-methyltransferase	Homo sapiens	Enzyme							
CHEMBL4469	Q9H2S1	Small conductance calcium-activated potassium channel protein 2	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Calcium-activated potassium channel				
CHEMBL2040704	Q9H2U1	Probable ATP-dependent RNA helicase DHX36	Homo sapiens	Enzyme							
CHEMBL2176858	Q9H2X3	C-type lectin domain family 4 member M	Homo sapiens	Unclassified protein							
CHEMBL4576	Q9H2X6	Homeodomain-interacting protein kinase 2	Homo sapiens	Enzyme	Kinase	Protein Kinase	CMGC protein kinase group	CMGC protein kinase DYRK family	CMGC protein kinase HIPK subfamily		
CHEMBL1615384	Q9H2X9	Solute carrier family 12 member 5	Homo sapiens	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC12 family of cation-coupled chloride transporters				
CHEMBL2362996	Q9H3M0	Voltage-gated potassium channel	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel				
CHEMBL3759	Q9H3N8	Histamine H4 receptor	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Histamine receptor			
CHEMBL2111378	Q9H3N8	Histamine receptor (H3 and H4)	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Histamine receptor			
CHEMBL6175	Q9H3R0	Lysine-specific demethylase 4C	Homo sapiens	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing				
CHEMBL6175	Q9H3R0	Lysine-specific demethylase 4C	Homo sapiens	Epigenetic regulator	Reader	Plant homeodomain					
CHEMBL6175	Q9H3R0	Lysine-specific demethylase 4C	Homo sapiens	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Tudor domain				
CHEMBL6155	Q9H3S4	Thiamin pyrophosphokinase 1	Homo sapiens	Enzyme							
CHEMBL5703	Q9H3Y6	Tyrosine-protein kinase Srms	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase Src family	Tyrosine protein kinase Srm		
CHEMBL2363074	Q9H3Y6	SRC	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase Src family	Tyrosine protein kinase Srm		
CHEMBL4577	Q9H422	Homeodomain-interacting protein kinase 3	Homo sapiens	Enzyme	Kinase	Protein Kinase	CMGC protein kinase group	CMGC protein kinase DYRK family	CMGC protein kinase HIPK subfamily		
CHEMBL3559689	Q9H461	Frizzled-8	Homo sapiens	Membrane receptor	Frizzled family G protein-coupled receptor						
CHEMBL1075173	Q9H4A3	Serine/threonine-protein kinase WNK1	Homo sapiens	Enzyme	Kinase	Protein Kinase	Other protein kinase group	Other protein kinase Wnk family			
CHEMBL2432	Q9H4A4	Aminopeptidase B	Homo sapiens	Enzyme	Protease	Metallo protease	Metallo protease MAE clan	Metallo protease M1 family			
CHEMBL4897	Q9H4B4	Serine/threonine-protein kinase PLK3	Homo sapiens	Enzyme	Kinase	Protein Kinase	Other protein kinase group	Other protein kinase PLK family			
CHEMBL1915	Q9H4B7	Tubulin beta-1 chain	Homo sapiens	Structural protein							
CHEMBL2095182	Q9H4B7	Tubulin	Homo sapiens	Structural protein							
CHEMBL2161	Q9H4Y5	Glutathione transferase omega 2	Homo sapiens	Enzyme							
CHEMBL1795177	Q9H5I1	Histone-lysine N-methyltransferase SUV39H2	Homo sapiens	Epigenetic regulator	Writer	Protein methyltransferase					
CHEMBL1795177	Q9H5I1	Histone-lysine N-methyltransferase SUV39H2	Homo sapiens	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Chromodomain				
CHEMBL5704	Q9H5J4	Elongation of very long chain fatty acids protein 6	Homo sapiens	Enzyme							
CHEMBL2029192	Q9H665	IGF-like family receptor 1	Homo sapiens	Unclassified protein							
CHEMBL6153	Q9H6P5	Threonine aspartase 1	Homo sapiens	Enzyme	Protease	Threonine protease	Threonine protease PBT clan	Threonine protease T2 family			
CHEMBL5705	Q9H6Z9	Egl nine homolog 3	Homo sapiens	Enzyme							
CHEMBL3627585	Q9H792	Pseudopodium-enriched atypical kinase 1	Homo sapiens	Enzyme	Transferase						
CHEMBL2321643	Q9H7B4	Histone-lysine N-methyltransferase SMYD3	Homo sapiens	Epigenetic regulator	Writer	Protein methyltransferase	SET domain				
CHEMBL1932912	Q9H7Z6	Histone acetyltransferase KAT8	Homo sapiens	Epigenetic regulator	Writer	Histone acetyltransferase	MYST family				
CHEMBL1932912	Q9H7Z6	Histone acetyltransferase KAT8	Homo sapiens	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Chromodomain				
CHEMBL4411	Q9H7Z7	Prostaglandin E synthase 2	Homo sapiens	Enzyme							
CHEMBL3588742	Q9H867	Protein-lysine methyltransferase METTL21D	Homo sapiens	Epigenetic regulator	Writer	Protein methyltransferase					
CHEMBL3108640	Q9H8M2	Bromodomain-containing protein 9	Homo sapiens	Epigenetic regulator	Reader	Bromodomain					
CHEMBL2363075	Q9H8P0	Steroid 5-alpha-reductase	Homo sapiens	Enzyme	Oxidoreductase						
CHEMBL3407328	Q9H999	Pantothenate kinase 3	Homo sapiens	Unclassified protein							
CHEMBL6031	Q9H9B1	Histone-lysine N-methyltransferase, H3 lysine-9 specific 5	Homo sapiens	Epigenetic regulator	Writer	Protein methyltransferase					
CHEMBL5706	Q9H9Q2	COP9 signalosome complex subunit 7b	Homo sapiens	Unclassified protein							
CHEMBL3580527	Q9H9S0	Homeobox protein NANOG	Homo sapiens	Unclassified protein							
CHEMBL5682	Q9HA47	Uridine-cytidine kinase 1	Homo sapiens	Enzyme							
CHEMBL3542438	Q9HA47	Uridine-cytidine kinase	Homo sapiens	Enzyme							
CHEMBL2321637	Q9HAQ2	Kinesin-like protein KIF9	Homo sapiens	Unclassified protein							
CHEMBL5707	Q9HAS3	Solute carrier family 28 member 3	Homo sapiens	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC28 and SLC29 families of nucleoside transporters	SLC28 Na+-coupled nucleoside transport family			
CHEMBL1743317	Q9HAW7	UDP-glucuronosyltransferase 1-7	Homo sapiens	Enzyme							
CHEMBL1743320	Q9HAW8	UDP-glucuronosyltransferase 1-10	Homo sapiens	Enzyme							
CHEMBL1743318	Q9HAW9	UDP-glucuronosyltransferase 1-8	Homo sapiens	Enzyme							
CHEMBL4203	Q9HAZ1	Dual specificity protein kinase CLK4	Homo sapiens	Enzyme	Kinase	Protein Kinase	CMGC protein kinase group	CMGC protein kinase CLK family			
CHEMBL5791	Q9HB03	Elongation of very long chain fatty acids protein 3	Homo sapiens	Enzyme							
CHEMBL2189131	Q9HB40	Retinoid-inducible serine carboxypeptidase	Homo sapiens	Enzyme							
CHEMBL5792	Q9HB55	Cytochrome P450 3A43	Homo sapiens	Enzyme	Oxidoreductase						
CHEMBL2364675	Q9HB55	Cytochrome P450 3A	Homo sapiens	Enzyme	Oxidoreductase						
CHEMBL1075178	Q9HB89	Neuromedin-U receptor 1	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuromedin U receptor			
CHEMBL3119	Q9HBA0	Transient receptor potential cation channel subfamily V member 4	Homo sapiens	Ion channel	Voltage-gated ion channel	Transient receptor potential channel					
CHEMBL4647	Q9HBH1	Peptide deformylase mitochondrial	Homo sapiens	Enzyme							
CHEMBL4204	Q9HBH9	MAP kinase signal-integrating kinase 2	Homo sapiens	Enzyme	Kinase	Protein Kinase	CAMK protein kinase group	CAMK protein kinase MAPKAPK family	CAMK protein kinase MNK subfamily		
CHEMBL5793	Q9HBI0	Gamma-parvin	Homo sapiens	Unclassified protein							
CHEMBL3724	Q9HBW0	Lysophosphatidic acid receptor Edg-4	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	EDG receptor			
CHEMBL1293316	Q9HBX9	Relaxin receptor 1	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Relaxin-like peptide receptor (family A GPCR)	Relaxin receptor			
CHEMBL1741216	Q9HBY0	NADPH oxidase 3	Homo sapiens	Enzyme							
CHEMBL5794	Q9HBY8	Serine/threonine-protein kinase Sgk2	Homo sapiens	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase SGK family			
CHEMBL1741217	Q9HC16	DNA dC->dU-editing enzyme APOBEC-3G	Homo sapiens	Enzyme							
CHEMBL1293266	Q9HC29	Nucleotide-binding oligomerization domain-containing protein 2	Homo sapiens	Unclassified protein							
CHEMBL3232684	Q9HC52	Chromobox protein homolog 8	Homo sapiens	Unclassified protein							
CHEMBL2176776	Q9HC62	Sentrin-specific protease 2	Homo sapiens	Enzyme							
CHEMBL1293267	Q9HC97	G-protein coupled receptor 35	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Carboxylic acid receptor	Kynurenic acid receptor			
CHEMBL4309	Q9HC98	Serine/threonine-protein kinase NEK6	Homo sapiens	Enzyme	Kinase	Protein Kinase	Other protein kinase group	Other protein kinase NEK family			
CHEMBL3761	Q9HCG7	Beta-glucosidase	Homo sapiens	Enzyme							
CHEMBL2426	Q9HCP0	Casein kinase I gamma 1	Homo sapiens	Enzyme	Kinase	Protein Kinase	CK1 protein kinase group	CK1 protein kinase CK1 family			
CHEMBL2111458	Q9HCP0	Casein kinase I	Homo sapiens	Enzyme	Kinase	Protein Kinase	CK1 protein kinase group	CK1 protein kinase CK1 family			
CHEMBL2717	Q9HCR9	Phosphodiesterase 11A	Homo sapiens	Enzyme	Phosphodiesterase	Phosphodiesterase 11	Phosphodiesterase 11A				
CHEMBL3509589	Q9HCS2	Cytochrome P450 4F12	Homo sapiens	Enzyme	Cytochrome P450	Cytochrome P450 family 4	Cytochrome P450 family 4F				
CHEMBL2362983	Q9HCT0	Fibroblast growth factor 22	Homo sapiens	Unclassified protein							
CHEMBL5988	Q9HD36	Bcl-2-like protein 10	Homo sapiens	Unclassified protein							
CHEMBL2390815	Q9HTC0	Glycosyltransferase WbpZ	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	Unclassified protein							
CHEMBL2364022	Q9HTN8	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HTN9	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HUD0	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL3390827	Q9HUJ8	Topoisomerase IV	Pseudomonas aeruginosa	Enzyme	Isomerase						
CHEMBL3390827	Q9HUK1	Topoisomerase IV	Pseudomonas aeruginosa	Enzyme	Isomerase						
CHEMBL2364022	Q9HUM9	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HUN0	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HUN2	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL4511	Q9HUN3	Replicative DNA helicase	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	Enzyme							
CHEMBL5795	Q9HUY3	Arylamine N-acetyltransferase	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	Unclassified protein							
CHEMBL2364022	Q9HV58	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL3596083	Q9HVB9	Carbonic anhydrase	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	Enzyme	Lyase						
CHEMBL2364022	Q9HVC4	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HVL6	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HVL7	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HVM1	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL1075208	Q9HVW7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	Enzyme							
CHEMBL2364022	Q9HVY2	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HVY3	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWC5	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWC6	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWC7	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWC8	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWD0	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWD1	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWD4	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWD5	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWD6	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWD7	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWD8	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWD9	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWE0	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWE1	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWE2	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWE3	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWE4	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWE5	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWE6	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWE7	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWE8	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWE9	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWF0	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWF1	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWF2	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWF3	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWF4	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWF6	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWF7	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HWF8	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL1075212	Q9HWR2	Aminoglycoside 3'-phosphotransferase type IIb	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	Unclassified protein							
CHEMBL2396510	Q9HX69	RocR	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	Unclassified protein							
CHEMBL2364022	Q9HXP9	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HXQ2	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HY25	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HY26	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9HZ71	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL1667674	Q9HZK0	Beta-hexosaminidase	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	Enzyme							
CHEMBL2364022	Q9HZN4	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL5040	Q9I056	Carboxypeptidase G2	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	Enzyme	Protease	Metallo protease	Metallo protease MH clan	Metallo protease M20A subfamily			
CHEMBL2364022	Q9I0A1	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL2364022	Q9I0A2	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL1741161	Q9I194	PvdQ	Pseudomonas aeruginosa (strain LESB58)	Unclassified protein							
CHEMBL2364022	Q9I5V8	70S ribosome	Pseudomonas aeruginosa	Other cytosolic protein							
CHEMBL1649054	Q9I7A8	Peptide deformylase	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	Enzyme							
CHEMBL3390828	Q9I7C2	DNA gyrase	Pseudomonas aeruginosa	Enzyme							
CHEMBL2770	Q9I8A2	Adenosinetriphosphatase	Gallus gallus	Enzyme							
CHEMBL2683	Q9I8D0	Vacuolar H(+)-transporting ATPase 116 kDa subunit, a1 isoform	Gallus gallus	Enzyme	Hydrolase						
CHEMBL2683	Q9I8D0	Vacuolar H(+)-transporting ATPase 116 kDa subunit, a1 isoform	Gallus gallus	Transporter	Primary active transporter	F-type and V-type ATPases	V-type ATPase				
CHEMBL2146345	Q9IAT9	Basic phospholipase A2 homolog BnSP-7	Bothropoides pauloensis	Unclassified protein							
CHEMBL2362994	Q9IF40	DNA polymerase/reverse transcriptase	Hepatitis B virus	Enzyme	Transferase						
CHEMBL1795169	Q9IGQ6	Neuraminidase	Influenza A virus (strain A/Brevig Mission/1/1918 H1N1) (Influenza Avirus (strain A/South Carolina/1/1918 H1N1))	Enzyme							
CHEMBL6047	Q9IH62	Glycoprotein G	Nipah virus	Unclassified protein							
CHEMBL3559679	Q9IP65	G protein-coupled receptor	Human cytomegalovirus	Unclassified protein							
CHEMBL3621021	Q9IQ47	Polymerase acidic protein	Influenza A virus (strain A/X-31 H3N2)	Unclassified protein							
CHEMBL2146344	Q9JHE3	Neutral ceramidase	Mus musculus	Enzyme							
CHEMBL3038514	Q9JHF9	Toll-like receptor 4/MD-2/CD14	Mus musculus	Unclassified protein							
CHEMBL2189158	Q9JHG7	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Mus musculus	Enzyme							
CHEMBL2073698	Q9JHI3	Solute carrier organic anion transporter family member 2B1	Rattus norvegicus	Unclassified protein							
CHEMBL3781	Q9JHJ5	Serotonin 3b (5-HT3b) receptor	Mus musculus	Ion channel	Ligand-gated ion channel	5HT3 receptor					
CHEMBL2111333	Q9JHJ5	Serotonin 3 receptor (5HT3)	Mus musculus	Ion channel	Ligand-gated ion channel	5HT3 receptor					
CHEMBL3232680	Q9JHR7	Insulin-degrading enzyme	Mus musculus	Enzyme							
CHEMBL4310	Q9JI10	Serine/threonine-protein kinase MST2	Mus musculus	Enzyme	Kinase	Protein Kinase	STE protein kinase group	STE protein kinase STE20 family	STE protein kinase MST subfamily		
