CHEMBL_ID_compound	canonical_smiles	CHEMBL_ID_protein	accession	L1	L2	L3	L4	L5	L6	L7	L8	year	binding_type	activity_id	pchembl_value	binding_binary	Subset
CHEMBL113326	C(CCc1ccccc1)CN2CCC3(CC2)OCc4c3ccc5ccccc45	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1999.0	orthosteric	1120066	7.14	0	train
CHEMBL112841	OC(COc1cc(F)cc2CCCOc12)CN3CCC4(CC3)OCc5c4ccc6ccccc56	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1999.0	orthosteric	1116418	8.26	0	train
CHEMBL114452	OC(COCc1ccccc1)CN2CCC3(CC2)OCc4c3ccc5ccccc45	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1999.0	orthosteric	1105842	8.66	0	train
CHEMBL111065	CCc1cccc(OC[C@@H](O)CN2CCC3(CC2)OCc4c3ccc5ccccc45)c1	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1999.0	orthosteric	1103264	8.77	0	train
CHEMBL382078	CCc1c(cnn1c2ccc(cc2)C#N)C(=O)N3CCc4cc5ccnc(N6CCN7CCC[C@H]7C6)c5cc34	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1614073	8.9	0	train
CHEMBL197947	CCc1c(cnn1c2ccc(cc2)C#N)C(=O)N3CCc4cc5ccnc(N6CCN7CCC[C@@H]7C6)c5cc34	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1614070	8.8	0	train
CHEMBL199144	CCc1c(cnn1c2ccc(cc2)C#N)C(=O)N3CCc4cc5ccnc(N6C[C@@H](C)N[C@@H](C)C6)c5cc34	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1614067	7.5	0	train
CHEMBL198488	CCc1c(cnn1c2ccc(cc2)C#N)C(=O)N3CCc4cc5ccnc(N6CCN(CC6)C(C)C)c5cc34	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1614064	8.2	0	train
CHEMBL426285	CCN1CCN(CC1)c2nccc3cc4CCN(C(=O)c5cnn(c5CC)c6ccc(cc6)C#N)c4cc23	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1614052	8.5	0	train
CHEMBL372651	CCc1c(cnn1c2ccc(cc2)C#N)C(=O)N3CCc4cc5ccnc(N6CCNCC6)c5cc34	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1614049	8.9	0	train
CHEMBL372743	CCc1c(cnn1c2ccc(cc2)C#N)C(=O)N3CCc4cc5ccnc(N6CCN(C)CC6)c5cc34	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1614041	8.9	0	train
CHEMBL198975	CN1CCN(CC1)c2nccc3cc4CCN(C(=O)c5cnn(c5C)c6ccccc6)c4cc23	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1614033	9.2	0	train
CHEMBL380812	CN1CCN(CC1)c2nccc3cc4CCN(C(=O)c5cnn6ccccc56)c4cc23	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1614030	9.5	0	train
CHEMBL196140	CN1CCN(CC1)c2nccc3cc4CCN(C(=O)c5cnn(C)c5C(F)(F)F)c4cc23	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1614024	8.2	0	train
CHEMBL357985	CCOc1cccc2OC[C@H](CN3[C@@H]4CC[C@H]3C[C@@](O)(C4)c5ccccn5)Oc12	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2004.0	orthosteric	462707	7.21	0	train
CHEMBL355953	COc1cccc2OC[C@H](CN3[C@@H]4CC[C@H]3C[C@@](O)(C4)c5ccccn5)Oc12	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2004.0	orthosteric	462701	7.34	0	train
CHEMBL348708	COc1cccc2OC[C@H](CN3C4CCC3C=C(C4)c5cccc6cccnc56)Oc12	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2004.0	orthosteric	461521	6.51	0	train
CHEMBL356904	COc1cccc2OC[C@H](CN3C4CCC3C=C(C4)c5cccc6ccccc56)Oc12	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2004.0	orthosteric	461517	6.45	0	train
CHEMBL146751	COc1cccc2OC[C@H](CN3[C@@H]4CC[C@H]3C[C@@](O)(C4)c5ccc6ccccc6c5)Oc12	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2004.0	orthosteric	452358	9.09	0	train
CHEMBL151266	COc1cccc2OC[C@H](CN3[C@@H]4CC[C@H]3C[C@@](O)(C4)c5ccccc5)Oc12	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2004.0	orthosteric	449756	8.82	0	train
CHEMBL149888	CCOc1cccc2OC[C@H](CN3[C@@H]4CC[C@H]3C[C@@](O)(C4)c5cccc(c5)C(F)(F)F)Oc12	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2004.0	orthosteric	448507	8.53	0	train
CHEMBL344745	CCOc1cccc2OC[C@H](CN3[C@@H]4CC[C@H]3C[C@@](O)(C4)c5csc6ccccc56)Oc12	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2004.0	orthosteric	441720	7.78	0	train
CHEMBL435279	COc1cccc2OC[C@H](CN3[C@@H]4CC[C@H]3C[C@@](O)(C4)c5cccc(c5)C(F)(F)F)Oc12	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2004.0	orthosteric	440408	9.48	0	train
CHEMBL147477	CCOc1cccc2OC[C@H](CN3[C@@H]4CC[C@H]3C[C@@](O)(C4)c5ccccc5)Oc12	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2004.0	orthosteric	439169	8.52	0	train
CHEMBL151786	CCOc1cccc2OC[C@H](CN3[C@@H]4CC[C@H]3C[C@@](O)(C4)c5ccc6ccccc6c5)Oc12	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2004.0	orthosteric	437719	8.23	0	train
CHEMBL150050	COc1cccc2OC[C@H](CN3C4CCC3C=C(C4)n5ccc6cc(F)ccc56)Oc12	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2004.0	orthosteric	435219	6.89	0	train
CHEMBL148860	COc1cccc2OC[C@H](CN3[C@@H]4CC[C@H]3C[C@@](O)(C4)c5csc6ccccc56)Oc12	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2004.0	orthosteric	431266	8.8	0	train
CHEMBL194809	CN1CCN(CC1)c2nccc3cc4CCN(C(=O)c5ccccc5Cl)c4cc23	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1613999	8.3	0	train
CHEMBL129813	CN1CCN(CC1)c2cccc3ccc(OCC(=O)N4CCN(CC4)c5cccc6OCCOc56)cc23	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1997.0	orthosteric	1116049	7.85	0	train
CHEMBL129661	COc1ccc2ccc(cc2c1)N3CCNCC3	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1997.0	orthosteric	1108958	8.55	0	train
CHEMBL277120	C1CN(CCN1)c2cccc3ccccc23	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1997.0	orthosteric	1104219	8.04	0	train
CHEMBL2112661	CN1CCN(CC1)c2cccc3ccc(OCC(=O)N4CCN(CC4)c5cccc6ccccc56)cc23	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1997.0	orthosteric	1140754	6.94	0	train
CHEMBL339308	COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)C4=NC(C)ON4)cc1N5CCN(C)CC5	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1997.0	orthosteric	1136707	7.14	0	train
CHEMBL2112662	CN1CCN(CC1)c2cccc3ccc(OCC(=O)N4CCN(Cc5ccccc5C)CC4)cc23	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1997.0	orthosteric	1136701	7.64	0	train
CHEMBL340786	CN1CCN(CC1)c2cccc3ccc(OCC(=O)N4CCN(CC4)c5ccccc5C)cc23	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1997.0	orthosteric	1130513	7.31	0	train
CHEMBL338015	COc1cccc(N2CCN(CC2)C(=O)COc3ccc4cccc(N5CCN(C)CC5)c4c3)c1OC	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1997.0	orthosteric	1126921	7.87	0	train
CHEMBL128699	CN1CCN(CC1)c2cccc3ccc(OCC(=O)N4CCN(CC4)c5c(C)cc(C)cc5C)cc23	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1997.0	orthosteric	1123244	6.93	0	train
CHEMBL2112660	CN1CCN(CC1)c2cccc3ccc(OCC(=O)N4CCN(CC4)c5ccccc5C#N)cc23	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1997.0	orthosteric	1120837	7.91	0	train
CHEMBL43116	COc1cccc(OC)c1OCCNCCOc2ccccc2OCc3ccccc3	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1999.0	orthosteric	587998	1.07	0	train
CHEMBL329035	COc1cccc(OC)c1OCCNCC2=Cc3ccccc3OC2c4ccccc4	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1999.0	orthosteric	586777	0.92	0	train
CHEMBL25554	COc1cccc(OC)c1OCCNCC2COc3ccccc3O2	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1999.0	orthosteric	580607	0.32	0	train
CHEMBL56	CCCN(CCC)C1CCc2cccc(O)c2C1	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1999.0	orthosteric	581748	0.529999999999999	0	train
CHEMBL318257	COc1cccc(OC)c1OCCNCC2Oc3ccccc3CC2c4ccccc4	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1999.0	orthosteric	564585	2.24	0	train
CHEMBL330599	COc1cccc(OC)c1OCCNCC2C(Cc3ccccc3C2=O)c4ccccc4	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1999.0	orthosteric	558802	2.17	0	train
CHEMBL99489	COc1cccc(OC)c1OCCNCC2C(Oc3ccccc3C2=O)c4ccccc4	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1999.0	orthosteric	573289	2.27	0	train
CHEMBL98413	COc1cccc(OC)c1OCCNCC2C(Sc3ccccc3C2=O)c4ccccc4	CHEMBL214	P08908	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1999.0	orthosteric	565731	1.64	0	train
CHEMBL3589598	COc1cc(CCNCc2cccc(O)c2)c(OC)cc1Br	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641621	7.68	0	test
CHEMBL3589597	COc1cccc(CNCCc2cc(OC)c(Br)cc2OC)c1	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641620	8.33	0	test
CHEMBL3589596	COc1cccc(CNCCc2cc(OC)c(Br)cc2OC)c1O	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641619	8.2	0	test
CHEMBL3589595	COc1cccc(CNCCc2cc(OC)c(Br)cc2OC)c1F	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641618	7.25	0	test
CHEMBL3589594	COc1cccc(OC)c1CNCCc2cc(OC)c(Br)cc2OC	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641617	7.76	0	test
CHEMBL3589593	COc1ccc(OC)c(CNCCc2cc(OC)c(Br)cc2OC)c1	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641616	7.11	0	test
CHEMBL3589592	COc1ccc(CNCCc2cc(OC)c(Br)cc2OC)c(OC)c1	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641615	7.57	0	test
CHEMBL3589591	COc1cc(CCNCc2cccc(OC)c2OC)c(OC)cc1Br	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641614	7.63	0	test
CHEMBL3589590	COc1cc(CCNCc2ccncc2)c(OC)cc1Br	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641613	6.81	0	test
CHEMBL3589589	COc1cc(CCNCc2cccnc2)c(OC)cc1Br	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641612	6.92	0	test
CHEMBL3589588	COc1cc(CCNCc2ccccn2)c(OC)cc1Br	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641611	7.38	0	test
CHEMBL3589587	COc1cc(CCNCc2cccnc2OC)c(OC)cc1Br	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641610	7.15	0	test
CHEMBL3589586	COc1cc(CCNCC2=CC=CNC2=O)c(OC)cc1Br	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641609	6.92	0	test
CHEMBL3589584	COc1cc(CCNCc2cccc3cn[nH]c23)c(OC)cc1Br	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641607	7.62	0	test
CHEMBL3589583	COc1cc(CCNCc2cccc3nc[nH]c23)c(OC)cc1Br	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641606	8.03	0	test
CHEMBL3589582	COc1cc(CCNCc2cccc3CCOc23)c(OC)cc1Br	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641605	8.47	0	test
CHEMBL3589581	COc1cc(CCNCc2cccc3ncoc23)c(OC)cc1Br	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641604	7.49	0	test
CHEMBL3589580	COc1cc(CCNCc2cccc3ccsc23)c(OC)cc1Br	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641603	8.11	0	test
CHEMBL3589579	COc1cc(CCNCc2cccc3ccoc23)c(OC)cc1Br	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641602	8.6	0	test
CHEMBL3589585	COc1cc(CCNCc2cccc3cc[nH]c23)c(OC)cc1Br	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2015.0	orthosteric	15641608	7.18	0	test
CHEMBL297784	Cn1ccc2cc3N(CCc3cc12)C(=O)Nc4cccnc4	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1995.0	orthosteric	530924	8.0	0	train
CHEMBL84888	Cn1ccc2cc3N(CCCc3cc12)C(=O)Nc4cccnc4	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1995.0	orthosteric	516400	5.39	0	train
CHEMBL315223	Cn1ccc2c3CCN(C(=O)Nc4cccnc4)c3ccc12	CHEMBL225	P28335	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				1995.0	orthosteric	515207	7.18	0	train
CHEMBL431770	CCN1C(=O)N(CC)c2nc(\C=C\c3ccc(OC)c(OC)c3)n(C)c2C1=O	CHEMBL302	P30543	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2014.0	orthosteric	14715297	6.64	0	test
CHEMBL3291310	Nc1nc(nc2c1nc(c3occc3)n2CC#C)C#CC4(O)CCCCC4	CHEMBL302	P30543	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2014.0	orthosteric	14715296	9.4	0	test
CHEMBL3291309	Nc1nc(nc2c1nc(Cl)n2CC#C)C#CC3(O)CCCCC3	CHEMBL302	P30543	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2014.0	orthosteric	14715295	8.52	0	test
CHEMBL3291308	Nc1nc(nc2c1nc(Br)n2CC#C)C#CC3(O)CCCCC3	CHEMBL302	P30543	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2014.0	orthosteric	14715294	9.3	0	test
CHEMBL3291307	Nc1nc(nc2c1ncn2CC#C)C#CC3(O)CCCCC3	CHEMBL302	P30543	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2014.0	orthosteric	14715293	7.01	0	test
CHEMBL3291306	CCCCCCC#Cc1nc(N)c2nc(n(CC#C)c2n1)n3nccn3	CHEMBL302	P30543	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2014.0	orthosteric	14715292	8.72	0	test
CHEMBL3291305	CCCCCCC#Cc1nc(N)c2nc(c3occc3)n(CC#C)c2n1	CHEMBL302	P30543	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2014.0	orthosteric	14715291	8.44	0	test
CHEMBL3291304	CCCCCCC#Cc1nc(N)c2nc(c3cccc(F)c3)n(CC#C)c2n1	CHEMBL302	P30543	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2014.0	orthosteric	14715290	7.64	0	test
CHEMBL3291303	CCCCCCC#Cc1nc(N)c2nc(c3ccccc3)n(CC#C)c2n1	CHEMBL302	P30543	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2014.0	orthosteric	14715289	7.12	0	test
CHEMBL3291302	CCCCCCC#Cc1nc(N)c2nc(Cl)n(CC#C)c2n1	CHEMBL302	P30543	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2014.0	orthosteric	14715288	8.22	0	test
CHEMBL3291301	CCCCCCC#Cc1nc(N)c2nc(Br)n(CC#C)c2n1	CHEMBL302	P30543	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2014.0	orthosteric	14715287	8.29	0	test
CHEMBL3291296	CCCCCCC#Cc1nc(N)c2ncn(CC#C)c2n1	CHEMBL302	P30543	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2014.0	orthosteric	14715282	6.7	0	test
CHEMBL3291293	CCCCCCC#Cc1nc(N)c2ncn(CC)c2n1	CHEMBL302	P30543	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2014.0	orthosteric	14715279	5.17	0	test
CHEMBL3291292	CCCCCCC#Cc1nc(N)c2ncn(C)c2n1	CHEMBL302	P30543	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2014.0	orthosteric	14715278	5.05	0	test
CHEMBL3287630	Clc1ccc(CN[C@H]2CCCC[C@H]2NC(=O)c3ccc4ccccc4n3)cc1Cl	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735571	6.82	0	test
CHEMBL3287629	Fc1ccc2cc(ccc2c1)C(=O)N[C@@H]3CCCC[C@@H]3NCc4ccc(Cl)c(Cl)c4	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735570	8.52	0	test
CHEMBL3287628	Clc1ccc(CN[C@H]2CCCC[C@H]2NC(=O)c3ccc4ccccc4c3)cc1Cl	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735569	9.09	0	test
CHEMBL3287627	Fc1ccc(cc1F)C(=O)N[C@@H]2CCCC[C@@H]2NCc3ccc(Cl)c(Cl)c3	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735568	8.35	0	test
CHEMBL3287626	COc1ccc(cc1)C(=O)N[C@@H]2CCCC[C@@H]2NCc3ccc(Cl)c(Cl)c3	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735567	7.32	0	test
CHEMBL3287625	Clc1ccc(CN[C@H]2CCCC[C@H]2NC(=O)c3ccccc3)cc1Cl	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735566	7.01	0	test
CHEMBL3287622	CC(C)(C)CCN[C@H]1CCCC[C@H]1NC(=O)c2ccc(F)cc2	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735563	7.12	0	test
CHEMBL3287621	Fc1ccc(cc1)C(=O)N[C@@H]2CCCC[C@@H]2NCCCc3ccccc3	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735562	7.19	0	test
CHEMBL3287619	CCN(CC)c1ccc(CN[C@H]2CCCC[C@H]2NC(=O)c3ccc(F)cc3)cc1	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735560	7.0	0	test
CHEMBL3287618	Oc1cccc(CN[C@H]2CCCC[C@H]2NC(=O)c3ccc(F)cc3)c1	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735559	7.05	0	test
