CHEMBL_ID_compound	canonical_smiles	CHEMBL_ID_protein	accession	L1	L2	L3	L4	L5	L6	L7	L8	year	binding_type	activity_id	pchembl_value	binding_binary	Subset
CHEMBL131247	CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2CC	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1993.0	orthosteric	71176	9.0	0	train
CHEMBL130428	CCCn1cc(Cc2ccc(cc2OC)C(=O)NS(=O)(=O)c3ccccc3C)c4cc(ccc14)C(=O)NCC(C)C	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1993.0	orthosteric	68615	8.7	0	train
CHEMBL132449	CCCC(C)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2C	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1993.0	orthosteric	68613	8.2	0	train
CHEMBL130463	COc1cc(ccc1Cc2cn(CC=C)c3ccc(cc23)C(=O)NCC4CCCC4)C(=O)NS(=O)(=O)c5ccccc5C	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1993.0	orthosteric	67316	9.4	0	train
CHEMBL434053	CCC(CC)CNC(=O)c1ccc2c(C)cn(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)c2c1	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1993.0	orthosteric	64854	8.6	0	train
CHEMBL130495	CCCc1cn(Cc2ccc(cc2OC)C(=O)O)c3cc(ccc13)C(=O)NCC(CC)CC	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1993.0	orthosteric	63496	6.2	0	train
CHEMBL130873	COc1cc(ccc1Cc2cn(C)c3ccc(cc23)C(=O)NCCc4ccccc4)C(=O)NS(=O)(=O)c5ccccc5C	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1993.0	orthosteric	62193	7.1	0	train
CHEMBL413742	CCCCC(CC)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2C	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1993.0	orthosteric	58234	8.2	0	train
CHEMBL24256	COc1cc(ccc1Cc2cn(C)c3ccc(cc23)C(=O)NCC4CCCC4)C(=O)NS(=O)(=O)c5ccccc5C	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1993.0	orthosteric	58229	8.5	0	train
CHEMBL82190	COc1cc(ccc1Cn2cc(C)c3ccc(cc23)C(=O)NCC4CCCC4)C(=O)NS(=O)(=O)c5ccccc5C	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1993.0	orthosteric	57075	8.0	0	train
CHEMBL335889	CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2Cc5ccccc5	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1993.0	orthosteric	51941	8.9	0	train
CHEMBL33228	Clc1cc2C(=O)C=C(Oc2c(c1)c3nn[nH]n3)c4cccc(\C=C\c5ccc6ccccc6n5)c4	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1998.0	orthosteric	395757	4.96	0	train
CHEMBL286797	OC(=O)c1cccc2C(=O)C=C(Oc12)c3ccc(OCc4ccccc4)cc3	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1998.0	orthosteric	394351	4.26	0	train
CHEMBL32136	OC(=O)c1cc(Br)cc2C(=O)C=C(Oc12)c3cccc(\C=C\c4ccc5ccccc5n4)c3	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1998.0	orthosteric	394349	7.77	0	train
CHEMBL32426	O=C1C=C(Oc2cc(OCc3cccc(OCc4ccc5ccccc5n4)c3)ccc12)c6nn[nH]n6	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1998.0	orthosteric	182460	8.52	0	train
CHEMBL787	CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)O)CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1998.0	orthosteric	177414	9.3	0	train
CHEMBL285070	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCc5ccc6ccccc6n5)cc4	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1998.0	orthosteric	174877	8.96	0	train
CHEMBL36113	O=C1C=C(Oc2cc(\C=C\c3cccc(OCc4ccc5ccccc5n4)c3)ccc12)c6nn[nH]n6	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1998.0	orthosteric	169005	8.6	0	train
CHEMBL283754	CCC(CC)(CC(=O)Nc1cccc(\C=C\c2nc(cs2)C3CCC3)c1)C(=O)O	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1998.0	orthosteric	156692	8.19	0	train
CHEMBL33607	O=C1C=C(Oc2ccc(cc12)c3nn[nH]n3)c4cccc(\C=C\c5ccc6ccccc6n5)c4	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1998.0	orthosteric	431212	6.51	0	train
CHEMBL416769	OC(=O)c1cc(Cl)cc2C(=O)C=C(Oc12)c3cccc(\C=C\c4ccc5ccccc5n4)c3	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1998.0	orthosteric	430000	7.96	0	train
CHEMBL34177	OC(=O)c1cc(Br)cc2C(=O)C=C(Oc12)c3cccc(OCc4ccc5ccccc5c4)c3	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1998.0	orthosteric	427526	5.95	0	train
CHEMBL33729	OC(=O)c1cc(Br)cc2C(=O)C=C(Oc12)c3cccc(OCc4ccc5ccc(Cl)cc5n4)c3	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1998.0	orthosteric	422498	7.92	0	train
CHEMBL32138	OC(=O)c1cc(Br)cc2C(=O)C=C(Oc12)c3cccc(OCc4ccc5ccccc5n4)c3	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1998.0	orthosteric	422496	7.51	0	train
CHEMBL284624	OC(=O)c1cccc2C(=O)C=C(Oc12)c3cccc(\C=C\c4ccc5ccccc5n4)c3	CHEMBL5645	Q2NNR5	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor				1998.0	orthosteric	420827	7.77	0	train
